,Unnamed: 0.1,Unnamed: 0,file,rubrics,keywords,title,city,genre,date,texts,tokens
12869009,1527905,1527905,4818214.xml,wi,EZB Zinsen,EZB wird trotz höherer Inflation Zinsen voraussichtlich nicht ändern.,Frankfurt/Main,,2004-06-30,Frankfurt/Main Die Europäische Zentralbank (EZB) wird nach Expertenansicht trotz der weiterhin hohen Inflation in der Euro-Zone die Leitzinsen unverändert lassen.,"[['frankfurtmain', 'europa', 'zentralbank', 'ezb', 'expertenansicht', 'trotz', 'weiterhin', 'hoh', 'inflation', 'eurozon', 'leitzins', 'unverandert', 'lass']]"
12870891,1529787,1529787,4818867.xml,wi,Zinsen USA,(Zusammenfassung 1530) Märkte erwarten US-Zinswende - EZB düfrte Zins unverändert lassen.,Washington/Frankfurt,,2004-06-30,"Dagegen dürfte die Europäische Zentralbank (EZB) an diesem Donnerstag trotz der weiterhin hohen Inflation in der Euro-Zone die Leitzinsen in Höhe von 2,0 Prozent unverändert lassen, meinen Experten.","[['dageg', 'durft', 'europa', 'zentralbank', 'ezb', 'donnerstag', 'trotz', 'weiterhin', 'hoh', 'inflation', 'eurozon', 'leitzins', 'hoh', 'prozent', 'unverandert', 'lass', 'expert']]"
12871946,1530842,1530842,4819154.xml,wi,EZB Zinsen,(Überblick 1345) Europäische Zentralbank hält Leitzinsen konstant.,Frankfurt/Main,,2004-07-01,"Frankfurt/Main Die Europäische Zentralbank (EZB) hält trotz der weiterhin hohen Inflationsrate die Leitzinsen im Euro-Raum konstant bei 2,0 Prozent.","[['frankfurtmain', 'europa', 'zentralbank', 'ezb', 'halt', 'trotz', 'weiterhin', 'hoh', 'inflationsrat', 'leitzins', 'euroraum', 'konstant', 'prozent']]"
12886644,1545540,1545540,4824664.xml,wi,Konjunktur EZB,EZB: Inflationsrate wird längere Zeit über zwei Prozent verharren.,Frankfurt/Main,,2004-07-08,EZB: Inflationsrate wird längere Zeit über zwei Prozent verharren.,"[['ezb', 'inflationsrat', 'lang', 'zeit', 'zwei', 'prozent', 'verharr']]"
12886645,1545541,1545541,4824664.xml,wi,Konjunktur EZB,EZB: Inflationsrate wird längere Zeit über zwei Prozent verharren.,Frankfurt/Main,,2004-07-08,Frankfurt/Main Wegen der hohen Ölpreise wird die Inflationsrate in der Euro-Zone nach Einschätzung der Europäischen Zentralbank (EZB) in nächster Zeit über zwei Prozent verharren.,"[['frankfurtmain', 'weg', 'hoh', 'olpreis', 'inflationsrat', 'eurozon', 'einschatz', 'europa', 'zentralbank', 'ezb', 'nach', 'zeit', 'zwei', 'prozent', 'verharr']]"
12886652,1545548,1545548,4824664.xml,wi,Konjunktur EZB,EZB: Inflationsrate wird längere Zeit über zwei Prozent verharren.,Frankfurt/Main,,2004-07-08,Im kommenden Jahr erwartet die EZB weiterhin einen Rückgang der Inflation auf die angestrebte Marke von knapp unter zwei Prozent.,"[['kommend', 'jahr', 'erwartet', 'ezb', 'weiterhin', 'ruckgang', 'inflation', 'angestrebt', 'mark', 'knapp', 'zwei', 'prozent']]"
12949042,1607938,1607938,4842602.xml,pl,Inlandspresse,«Neue Osnabrücker Zeitung» zu Ölpreis.,,,2004-08-03,"In Niedersachsen liegt die jährliche Inflationsrate schon bei 2,2 Prozent und damit über der Toleranzschwelle der Europäischen Zentralbank.","[['niedersachs', 'liegt', 'jahrlich', 'inflationsrat', 'schon', 'prozent', 'toleranzschwell', 'europa', 'zentralbank']]"
12955402,1614298,1614298,4845575.xml,wi,EZB Zinsen,(Zusammenfassung 1500) Europäische Zentralbank wartet mit Zinswende.,Frankfurt/Main,,2004-08-05,"Nach der Definition der EZB herrscht Preisstabilität, wenn die jährliche Inflationsrate unter zwei Prozent liegt.","[['definition', 'ezb', 'herrscht', 'preisstabilitat', 'jahrlich', 'inflationsrat', 'zwei', 'prozent', 'liegt']]"
12997257,1656153,1656153,4859668.xml,wi,EZB Konjunktur Öl,EZB: Ölpreiskrise kein Grund zur Senkung der Wachstumsprognose.,Paris,,2004-08-25,"«Bei sonst gleichen Bedingungen ist der erhöhte Ölpreis nicht gut für Wachstum und Preisanstieg, doch wir befinden uns weder im Jahr 1974 noch Anfang der 80er Jahre, als man bedeutende Ölschocks erlebt hat», sagte EZB-Präsident Jean-Claude Trichet am Mittwoch dem Rundfunksender RTL.","[['«', 'gleich', 'beding', 'erhoht', 'olpreis', 'nicht', 'gut', 'wachstum', 'preisanstieg', 'befind', 'wed', 'jahr', 'anfang', 'jahr', 'bedeut', 'olschock', 'erlebt', '»', 'sagt', 'ezbprasident', 'jeanclaud', 'trichet', 'mittwoch', 'rundfunks', 'rtl']]"
13011590,1670486,1670486,4865105.xml,wi,Preise EU Lebenshaltung,"(Zusammenfassung 1130) Inflationsrate in der Euro-Zone im August wieder bei 2,3 Prozent.",Luxemburg,,2004-08-31,"Nach den Regeln der Europäischen Zentralbank (EZB) herrscht Preisstabilität, wenn die Inflationsrate bis oder nahe bei zwei Prozent liegt.","[['regeln', 'europa', 'zentralbank', 'ezb', 'herrscht', 'preisstabilitat', 'inflationsrat', 'nah', 'zwei', 'prozent', 'liegt']]"
13014359,1673255,1673255,4865734.xml,wi,EZB Zinsen,EZB wird trotz hoher Inflationsrate Leitzins nicht verändern.,Frankfurt/Main,,2004-09-01,EZB wird trotz hoher Inflationsrate Leitzins nicht verändern.,"[['ezb', 'trotz', 'hoh', 'inflationsrat', 'leitzin', 'nicht', 'verand']]"
13014360,1673256,1673256,4865734.xml,wi,EZB Zinsen,EZB wird trotz hoher Inflationsrate Leitzins nicht verändern.,Frankfurt/Main,,2004-09-01,Frankfurt/Main Die Europäische Zentralbank (EZB) wird ungeachtet des hohen Ölpreises und der gestiegenen Inflation die Zinsen voraussichtlich unverändert belassen.,"[['frankfurtmain', 'europa', 'zentralbank', 'ezb', 'ungeachtet', 'hoh', 'olpreis', 'gestieg', 'inflation', 'zins', 'voraussicht', 'unverandert', 'belass']]"
13014366,1673262,1673262,4865734.xml,wi,EZB Zinsen,EZB wird trotz hoher Inflationsrate Leitzins nicht verändern.,Frankfurt/Main,,2004-09-01,Trotz der gestiegenen Inflation sieht die EZB die Preisstabilität bisher gewahrt.,"[['trotz', 'gestieg', 'inflation', 'sieht', 'ezb', 'preisstabilitat', 'bish', 'gewahrt']]"
13017450,1676346,1676346,4866481.xml,wi,EZB Zinsen,(Überblick 1345) EZB belässt Leitzins unverändert - neue Prognose erwartet.,Frankfurt/Main,,2004-09-02,"Frankfurt/Main Die Europäische Zentralbank (EZB) hält ungeachtet der weiterhin hohen Inflationsrate den Leitzins in der Euro-Zone bei 2,0 Prozent.","[['frankfurtmain', 'europa', 'zentralbank', 'ezb', 'halt', 'ungeachtet', 'weiterhin', 'hoh', 'inflationsrat', 'leitzin', 'eurozon', 'prozent']]"
13017454,1676350,1676350,4866481.xml,wi,EZB Zinsen,(Überblick 1345) EZB belässt Leitzins unverändert - neue Prognose erwartet.,Frankfurt/Main,,2004-09-02,EZB-Präsident Jean-Claude Trichet wird auf einer Pressekonferenz am Nachmittag voraussichtlich die neuen Prognosen zur Inflation und zum Wirtschaftswachstum vorstellen.,"[['ezbprasident', 'jeanclaud', 'trichet', 'pressekonferenz', 'nachmittag', 'voraussicht', 'neu', 'prognos', 'inflation', 'wirtschaftswachstum', 'vorstell']]"
13018630,1677526,1677526,4866716.xml,wi,EZB Zinsen,(Zusammenfassung 1645) EZB erwartet stärkeres Wirtschaftswachstum trotz hoher Ölpreise.,Frankfurt/Main,,2004-09-02,"Die hohen Ölpreise werden nach der Erwartung der EZB die Inflation zwar in diesem Jahr über die kritische Marke von 2,0 Prozent treiben.","[['hoh', 'olpreis', 'erwart', 'ezb', 'inflation', 'jahr', 'kritisch', 'mark', 'prozent', 'treib']]"
13033891,1692787,1692787,4871385.xml,wi,EZB Preise,EZB: Inflation nur bei sinkenden Ölpreisen wieder unter zwei Prozent.,Frankfurt/Main,,2004-09-09,EZB: Inflation nur bei sinkenden Ölpreisen wieder unter zwei Prozent.,"[['ezb', 'inflation', 'sinkend', 'olpreis', 'zwei', 'prozent']]"
13033892,1692788,1692788,4871385.xml,wi,EZB Preise,EZB: Inflation nur bei sinkenden Ölpreisen wieder unter zwei Prozent.,Frankfurt/Main,,2004-09-09,"Frankfurt/Main Die Europäische Zentralbank (EZB) sieht nur bei sinkenden Ölpreisen eine Chance, die Inflation in der Euro-Zone wieder unter die kritische Marke von zwei Prozent zu drücken.","[['frankfurtmain', 'europa', 'zentralbank', 'ezb', 'sieht', 'sinkend', 'olpreis', 'chanc', 'inflation', 'eurozon', 'kritisch', 'mark', 'zwei', 'prozent', 'druck']]"
13034874,1693770,1693770,4871630.xml,wi,Konjunktur,(Gesamtzusammenfassung 1600) (Mit den Grafiken 9942 und 9943 vom 9.9.) Konjunktur kommt in Fahrt - Exportmotor läuft auf Hochtouren.,Hamburg,,2004-09-09,"Die EZB sieht nur bei sinkenden Ölpreisen eine Chance, die Inflation in der Euro-Zone wieder unter zwei Prozent zu drücken.","[['ezb', 'sieht', 'sinkend', 'olpreis', 'chanc', 'inflation', 'eurozon', 'zwei', 'prozent', 'druck']]"
13044565,1703461,1703461,4874219.xml,wi,Energie Öl OPEC,"(Zusammenfassung 1715 - Neu: Ölpreise, Trichet) Ölpreise steigen - Sorge um Lieferengpässe wegen «Ivan».",Hamburg/London,,2004-09-13,Nach den Worten ihres Chefvolkswirtes Otmar Issing beobachtet die EZB den von Ölpreisen mit verursachten Preisanstieg in den Euroländern mit Sorge.,"[['wort', 'chefvolkswirt', 'otmar', 'issing', 'beobachtet', 'ezb', 'olpreis', 'verursacht', 'preisanstieg', 'euroland', 'sorg']]"
13069393,1728289,1728289,4881089.xml,wi,Zinsen Währung EZB USA,(Gesamtzusammenfassung 1600) Zinsschritt der EZB nach US-Entscheidung zunächst nicht in Sicht.,Brüssel,,2004-09-22,"Die jährliche Inflationsrate werde 2004 mit durchschnittlich 2,1 Prozent bis 2,3 Prozent über der Warnschwelle der EZB bleiben.","[['jahrlich', 'inflationsrat', 'durchschnitt', 'prozent', 'prozent', 'warnschwell', 'ezb', 'bleib']]"
13090886,1749782,1749782,4886828.xml,wi,EU Preise Lebenshaltung,(Zusammenfassung 1200) Teuerungsrate in Euro-Zone leicht rückläufig.,Luxemburg,,2004-09-30,"Die jährliche Inflationsrate werde 2004 durchschnittlich 2,1 Prozent bis 2,3 Prozent betragen, hatte EZB-Präsident Jean-Claude Trichet unlängst in Brüssel gesagt.","[['jahrlich', 'inflationsrat', 'durchschnitt', 'prozent', 'prozent', 'betrag', 'ezbprasident', 'jeanclaud', 'trichet', 'unlang', 'brussel', 'gesagt']]"
13097219,1756115,1756115,4888143.xml,wi,Konjunktur,(Medien-Info) Banken zweifeln an Wachstumsoptimismus der EZB für den Euroraum.,Frankfurt/Main,,2004-10-02,"Auch für 2006 erwarten die Volkswirte, dass die Inflationsrate mit 1,9 Prozent die Preisstabilitätsdefinition der EZB erfüllen wird.","[['erwart', 'volkswirt', 'inflationsrat', 'prozent', 'preisstabilitatsdefinition', 'ezb', 'erfull']]"
13107374,1766270,1766270,4890550.xml,wi,EZB Zinsen,EZB wird trotz Rekordölpreis und Inflation Leitzins nicht verändern.,Frankfurt/Main/Brüssel,,2004-10-06,EZB wird trotz Rekordölpreis und Inflation Leitzins nicht verändern.,"[['ezb', 'trotz', 'rekordolpreis', 'inflation', 'leitzin', 'nicht', 'verand']]"
13107375,1766271,1766271,4890550.xml,wi,EZB Zinsen,EZB wird trotz Rekordölpreis und Inflation Leitzins nicht verändern.,Frankfurt/Main/Brüssel,,2004-10-06,Frankfurt/Main/Brüssel Die Europäische Zentralbank (EZB) wird den Leitzins nach Experten-Einschätzung trotz der Rekordölpreise und der weiterhin hohen Inflationsrate nicht anheben.,"[['frankfurtmainbrussel', 'europa', 'zentralbank', 'ezb', 'leitzin', 'experteneinschatz', 'trotz', 'rekordolpreis', 'weiterhin', 'hoh', 'inflationsrat', 'nicht', 'anheb']]"
13109719,1768615,1768615,4891052.xml,wi,Währung Euro,"Eurokurs vor EZB-Zinsentscheidung knapp unter 1,23 Dollar.",Frankfurt/Main,,2004-10-07,Die EZB wird ihren Leitzins nach Experten-Einschätzung trotz der Rekordölpreise und der weiterhin hohen Inflationsrate nicht anheben.,"[['ezb', 'leitzin', 'experteneinschatz', 'trotz', 'rekordolpreis', 'weiterhin', 'hoh', 'inflationsrat', 'nicht', 'anheb']]"
13111315,1770211,1770211,4891411.xml,wi,EZB Zinsen,(Zusammenfassung 1615) Europäische Zentralbank besorgt über Ölpreis - Leitzins unverändert.,Brüssel/Frankfurt,,2004-10-07,Nach Einschätzung der EZB wird die Inflationsrate nicht dauerhaft hoch bleiben.,"[['einschatz', 'ezb', 'inflationsrat', 'nicht', 'dauerhaft', 'hoch', 'bleib']]"
13130613,1789509,1789509,4895653.xml,wi,EU Kojunktur Banken,(Zusammenfassung 1245) EZB und Brüssel erwarten weiter Konjunkturerholung - Risiko Ölpreis.,Frankfurt/Brüssel,,2004-10-14,Die hohen Ölpreise haben nach Einschätzung der EZB einen erkennbaren direkten Einfluss auf die Inflationsrate.,"[['hoh', 'olpreis', 'einschatz', 'ezb', 'erkennbar', 'direkt', 'einfluss', 'inflationsrat']]"
13130617,1789513,1789513,4895653.xml,wi,EU Kojunktur Banken,(Zusammenfassung 1245) EZB und Brüssel erwarten weiter Konjunkturerholung - Risiko Ölpreis.,Frankfurt/Brüssel,,2004-10-14,Wegen der hohen Ölpreise wird die Inflation nach Einschätzung der EZB erst 2005 wieder unter diese Marke sinken.,"[['weg', 'hoh', 'olpreis', 'inflation', 'einschatz', 'ezb', 'erst', 'mark', 'sink']]"
13146743,1805639,1805639,4899386.xml,wi,EZB Währung,(Zusammenfassung 1445) EZB: Kein neues EU-Land erfüllt alle Kriterien für Euro-Einführung.,Frankfurt/Brüssel,,2004-10-20,"Die Inflationsrate liegt bei sechs der untersuchten Länder über dem von der EZB errechneten Referenzwert von 2,4 Prozent, in vier der Fälle wird der Wert sogar deutlich überschritten.","[['inflationsrat', 'liegt', 'sech', 'untersucht', 'land', 'ezb', 'errechnet', 'referenzwert', 'prozent', 'vier', 'fall', 'wert', 'sogar', 'deutlich', 'uberschritt']]"
13184733,1843629,1843629,4915311.xml,wi,EZB Zinsen,EZB-Rat tagt: Experten erwarten keine Zinsänderung.,Frankfurt/Main,,2004-11-03,"Sorgen bereitet der EZB seit Monaten der hohe Ölpreis, der die Inflationsrate in der Euro-Zone anheizt.","[['sorg', 'bereitet', 'ezb', 'seit', 'monat', 'hoh', 'olpreis', 'inflationsrat', 'eurozon', 'anheizt']]"
13184736,1843632,1843632,4915311.xml,wi,EZB Zinsen,EZB-Rat tagt: Experten erwarten keine Zinsänderung.,Frankfurt/Main,,2004-11-03,"Damit liegt die Rate deutlich über der Zielgröße der EZB, die bei einer Inflationsrate etwas unter zwei Prozent Preisstabilität gewahrt sieht.","[['liegt', 'rat', 'deutlich', 'zielgross', 'ezb', 'inflationsrat', 'zwei', 'prozent', 'preisstabilitat', 'gewahrt', 'sieht']]"
13188739,1847635,1847635,4916946.xml,wi,EZB Zinsen,(Überblick 1400) EZB lässt Leitzinsen im Euroraum unverändert.,Frankfurt/Main,,2004-11-04,Frankfurt/Main Die Europäische Zentralbank (EZB) hat trotz der hohen Inflationsrate die Leitzinsen im Euroraum unverändert gelassen.,"[['frankfurtmain', 'europa', 'zentralbank', 'ezb', 'trotz', 'hoh', 'inflationsrat', 'leitzins', 'euroraum', 'unverandert', 'gelass']]"
13188905,1847801,1847801,4916982.xml,wi,KORR-Inland EZB,"(Mit Bild FRA001 vom 4.11.) «Kapitän des Rugby-Teams»: EZB-Präsident Trichet ist ein Jahr im Amt Von Marion Trimborn, dpa.",Frankfurt/Main,Feature,2004-11-04,"Trotz Euro-Stärke, Ölpreishoch und hoher Inflation ließ der EZB-Rat unter Trichet den wichtigsten Leitzins unverändert bei 2,0 Prozent.","[['trotz', 'eurostark', 'olpreishoch', 'hoh', 'inflation', 'liess', 'ezbrat', 'trichet', 'wichtig', 'leitzin', 'unverandert', 'prozent']]"
13189673,1848569,1848569,4917244.xml,wi,EZB Zinsen,(Zusammenfassung 1615) (Mit Bildern FRA600-604 vom 3.11.) EZB verschärft Warnungen vor Ölpreis-Risiken - Zinsen konstant.,Frankfurt/Main,,2004-11-04,"Als Hauptgefahren der hohen Ölpreise sieht die EZB so genannte Zweitrundeneffekte - Lohnerhöhungen, die das Preisniveau dauerhaft anheben.","[['hauptgefahr', 'hoh', 'olpreis', 'sieht', 'ezb', 'genannt', 'zweitrundeneffekt', 'lohnerhoh', 'preisniveau', 'dauerhaft', 'anheb']]"
13198567,1857463,1857463,4921660.xml,wi,Währung Euro,(dpa-Gespräch) Experte: EZB sollte gegen starken Euro vorgehen - keine Zinssenkung.,Frankfurt/Main,,2004-11-08,"«Die EZB bemüht sich seit Monaten, die stark gewachsene Geldmenge und die hohe Inflation zu bekämpfen.","[['«', 'ezb', 'bemuht', 'seit', 'monat', 'stark', 'gewachs', 'geldmeng', 'hoh', 'inflation', 'bekampf']]"
13258856,1917752,1917752,4949861.xml,wi,EU Währung,(Zusammenfassung 1645) Notenbank-Chef Trichet setzt bei Dollarkrise auf USA.,Brüssel,,2004-11-30,"Trichet sagte, die Inflationsrate der Euro-Zone werde in den kommenden Monaten bei etwa zwei Prozent stabil bleiben.","[['trichet', 'sagt', 'inflationsrat', 'eurozon', 'kommend', 'monat', 'etwa', 'zwei', 'prozent', 'stabil', 'bleib']]"
13260376,1919272,1919272,4950510.xml,wi,EZB Zinsen,EZB im Zins-Dilemma - Keine Änderung des Leitzinses erwartet.,Frankfurt/Main,,2004-12-01,Die deutlichen Warnungen von EZB-Präsident Jean-Claude Trichet ließen eine Zinserhöhung zur Eindämmung der Inflation immer näher rücken.,"[['deutlich', 'warnung', 'ezbprasident', 'jeanclaud', 'trichet', 'liess', 'zinserhoh', 'eindamm', 'inflation', 'imm', 'nah', 'ruck']]"
13325279,1984175,1984175,4980239.xml,wi,EZB Währung,(Medien-Info) EZB trotz Euro und Öl für 2005 optimistisch.,Berlin,,2004-12-24,"Der «Welt am Sonntag» sagte der Chefvolkswirt der Europäischen Zentralbank (EZB), Ottmar Issing, «wir rechnen damit, dass die Wirtschaft im kommenden Jahr zwischen 1,4 und 2,4 Prozent wächst und sich die Inflationsrate allmählich wieder in einem Bereich bewegt, der mit Preisstabilität vereinbar ist».","[['«', 'welt', 'sonntag', '»', 'sagt', 'chefvolkswirt', 'europa', 'zentralbank', 'ezb', 'ottmar', 'issing', '«', 'rechn', 'wirtschaft', 'kommend', 'jahr', 'prozent', 'wach', 'inflationsrat', 'allmah', 'bereich', 'bewegt', 'preisstabilitat', 'vereinbar', '»']]"
13326462,1985358,1985358,4980774.xml,wi,Konjunktur Währung EZB,(Feiertagszusammenfassung 1045) EZB trotz Euro und Öl für 2005 optimistisch.,Berlin,,2004-12-26,"Der «Welt am Sonntag» sagte der Chefvolkswirt der Europäischen Zentralbank (EZB), Ottmar Issing, «wir rechnen damit, dass die Wirtschaft im kommenden Jahr zwischen 1,4 und 2,4 Prozent wächst und sich die Inflationsrate allmählich wieder in einem Bereich bewegt, der mit Preisstabilität vereinbar ist».","[['«', 'welt', 'sonntag', '»', 'sagt', 'chefvolkswirt', 'europa', 'zentralbank', 'ezb', 'ottmar', 'issing', '«', 'rechn', 'wirtschaft', 'kommend', 'jahr', 'prozent', 'wach', 'inflationsrat', 'allmah', 'bereich', 'bewegt', 'preisstabilitat', 'vereinbar', '»']]"
13326978,1985874,1985874,4981002.xml,wi,Konjunktur Währung,(Gesamtzusammenfassung 1500) Wirtschaft verhalten zuversichtlich für 2005 - Euro kletttert.,Hamburg,,2004-12-26,"EZB-Chefvolkswirt Ottmar Issing rechnet damit, dass die Wirtschaft im kommenden Jahr trotz hohen Eurokurses und des teuren Öls «zwischen 1,4 und 2,4 Prozent wächst und sich die Inflationsrate allmählich wieder in einem Bereich bewegt, der mit Preisstabilität vereinbar ist», wie er der «Welt am Sonntag» sagte.","[['ezbchefvolkswirt', 'ottmar', 'issing', 'rechnet', 'wirtschaft', 'kommend', 'jahr', 'trotz', 'hoh', 'eurokurs', 'teur', 'ols', '«', 'prozent', 'wach', 'inflationsrat', 'allmah', 'bereich', 'bewegt', 'preisstabilitat', 'vereinbar', '»', '«', 'welt', 'sonntag', '»', 'sagt']]"
13358539,2017435,2017435,4998601.xml,wi,EZB Zinsen,Volkswirte erwarten wieder keine Zinsänderung im Euro-Raum.,Frankfurt/Main/London,,2005-01-12,"Die EZB richtet ihre Zinspolitik in erster Linie an der Preisstabilität aus, womit eine Inflationsrate von knapp unter zwei Prozent gemeint ist.","[['ezb', 'richtet', 'zinspolit', 'erst', 'lini', 'preisstabilitat', 'womit', 'inflationsrat', 'knapp', 'zwei', 'prozent', 'gemeint']]"
13359010,2017906,2017906,4998915.xml,wi,Preise Lebenshaltung,(Zusammenfassung 1300) Gesundheitsreform lässt Verbraucherpreise 2004 deutlicher steigen.,,,2005-01-12,"Bei mehr als 2,0 Prozent Inflation sieht die Europäische Zentralbank (EZB) die Preisstabilität als gefährdet an.","[['mehr', 'prozent', 'inflation', 'sieht', 'europa', 'zentralbank', 'ezb', 'preisstabilitat', 'gefahrdet']]"
13363207,2022103,2022103,5000802.xml,wi,EZB Zinsen,(Zusammenfassung 1600) Weniger Risiken für Wachstum in der Euro-Zone - Zinsen unverändert.,Frankfurt/Main,,2005-01-13,Frankfurt/Main Die Europäische Zentralbank (EZB) rechnet für 2005 mit einem weiterhin moderaten Wirtschaftswachstum und einer sinkenden Inflationsrate in der Euro-Zone.,"[['frankfurtmain', 'europa', 'zentralbank', 'ezb', 'rechnet', 'weiterhin', 'moderat', 'wirtschaftswachstum', 'sinkend', 'inflationsrat', 'eurozon']]"
